gene	GSM1220552	GSM1220553	GSM1220554	GSM1220555	GSM1220556	GSM1220557	GSM1220558	GSM1220559
ENSG00000196581	0.08	0.32	0.07	0.35	0.14	0.03	0.22	0.11
ENSG00000196584	0.50	1.67	4.08	2.29	5.06	6.54	6.84	4.43
ENSG00000196586	2.28	3.34	10.33	1.94	2.12	1.15	23.89	1.11
ENSG00000196588	14.93	19.35	18.10	19.15	29.17	14.26	11.56	11.44
ENSG00000196589	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196591	35.90	37.38	35.67	33.96	47.70	39.14	41.85	26.45
ENSG00000196593	0.15	0.16	0.11	0.32	0.29	0.13	0.09	0.16
ENSG00000196597	0.87	2.08	2.31	3.25	1.79	2.73	2.35	2.69
ENSG00000196600	0.03	0.11	0.13	0.07	0.15	0.13	0.04	0.05
ENSG00000196604	0.02	0.02	0.15	0.01	0.10	0.00	0.02	0.04
ENSG00000196605	7.92	6.70	3.24	5.74	7.03	4.99	7.11	5.58
ENSG00000196610	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.07
ENSG00000196611	3.28	1.80	3.32	0.24	1.72	0.23	350.45	0.40
ENSG00000196616	2.12	4.48	1.72	80.66	2.38	0.52	0.62	0.34
ENSG00000196620	0.01	0.00	1.99	0.75	0.02	0.87	0.01	0.18
ENSG00000196622	0.04	0.55	0.36	0.99	0.45	0.34	0.20	0.56
ENSG00000196628	41.96	19.92	92.66	68.39	68.71	26.02	27.74	39.19
ENSG00000196632	1.02	0.08	0.05	0.09	0.05	0.03	0.18	0.07
ENSG00000196634	0.16	0.14	0.24	0.86	0.41	0.31	0.06	0.31
ENSG00000196636	28.55	9.11	24.42	8.19	11.11	16.75	11.56	22.52
ENSG00000196639	0.33	0.82	0.19	0.33	0.80	0.19	1.12	0.12
ENSG00000196642	24.34	29.97	27.67	28.49	31.06	45.96	37.25	20.04
ENSG00000196644	6.67	6.39	2.54	3.90	1.36	6.95	4.12	8.99
ENSG00000196646	3.40	4.41	4.66	5.45	5.18	6.26	4.03	2.59
ENSG00000196648	3.25	2.54	5.95	2.97	6.00	2.74	1.43	11.91
ENSG00000196652	3.28	3.76	5.30	5.06	5.19	4.32	3.84	8.02
ENSG00000196653	1.55	1.20	0.33	0.56	0.37	0.59	0.59	0.39
ENSG00000196655	15.01	20.60	32.02	14.05	22.12	21.53	28.79	16.60
ENSG00000196656	635.10	1221.82	489.82	287.87	853.89	1280.51	1390.89	902.68
ENSG00000196659	0.46	0.94	1.51	1.73	1.50	0.53	1.24	0.22
ENSG00000196660	0.11	0.01	0.00	0.00	0.03	0.00	0.00	0.03
ENSG00000196661	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
ENSG00000196663	0.98	2.27	2.91	1.98	2.01	1.94	5.99	2.26
ENSG00000196664	1.23	3.77	1.01	7.81	1.49	0.91	1.78	0.38
ENSG00000196666	0.06	0.42	0.20	0.14	0.02	0.04	0.09	0.33
ENSG00000196668	0.58	2.77	0.84	5.33	6.80	4.48	0.41	18.60
ENSG00000196670	17.46	16.46	15.25	23.18	17.05	21.91	15.81	29.63
ENSG00000196674	0.09	0.00	0.10	0.29	0.33	0.32	0.00	0.00
ENSG00000196678	3.76	3.79	4.98	5.50	4.57	5.46	6.42	2.70
ENSG00000196683	677.78	202.07	153.23	184.54	160.07	160.92	107.52	228.71
ENSG00000196684	43.85	36.86	31.37	97.09	65.54	54.00	21.41	93.55
ENSG00000196689	1.60	0.65	1.25	0.82	1.36	0.49	0.23	2.52
ENSG00000196693	3.41	8.06	5.42	7.64	7.05	3.71	4.24	1.80
ENSG00000196696	2.80	15.02	16.48	26.05	18.85	17.89	11.39	8.97
ENSG00000196700	1.72	5.14	5.06	2.93	4.72	4.59	5.51	2.81
ENSG00000196704	26.30	21.17	15.91	20.68	24.63	33.84	20.73	31.87
ENSG00000196705	9.52	7.89	11.61	13.76	11.96	10.31	6.30	9.39
ENSG00000196711	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196712	3.97	4.95	6.19	6.91	9.79	4.09	8.05	3.41
ENSG00000196715	3.59	4.03	6.10	5.53	5.68	6.69	6.54	9.74
ENSG00000196724	6.96	2.82	9.63	3.70	0.61	2.97	0.22	0.98
ENSG00000196730	2.95	9.95	4.66	6.57	5.20	8.74	5.61	9.48
ENSG00000196734	0.00	0.03	0.02	0.02	0.00	0.00	0.02	0.89
ENSG00000196735	0.54	173.65	9.35	464.23	366.90	286.58	584.31	0.83
ENSG00000196737	0.00	0.00	0.34	0.16	0.00	0.50	0.00	1.70
ENSG00000196739	0.48	5.10	21.57	3.79	3.42	2.62	4.38	6.31
ENSG00000196741	0.84	1.85	1.74	1.15	2.06	1.82	1.93	1.44
ENSG00000196743	22.55	39.81	29.42	93.19	60.77	84.57	43.41	58.06
ENSG00000196747	6.50	0.52	1.70	2.53	2.63	1.43	0.15	1.28
ENSG00000196748	0.21	0.00	0.11	0.13	0.13	0.31	0.00	0.84
ENSG00000196754	0.47	32.09	0.48	0.25	0.00	0.21	1.31	0.09
ENSG00000196756	28.71	28.35	31.59	19.41	21.92	27.28	16.36	46.18
ENSG00000196757	24.03	21.74	16.10	18.35	16.10	27.28	14.04	35.08
ENSG00000196758	0.00	0.01	0.03	0.00	0.01	0.00	0.00	0.00
ENSG00000196772	0.00	0.00	0.12	0.00	0.00	0.00	0.03	0.00
ENSG00000196774	0.04	0.00	0.02	0.04	0.04	0.00	0.17	0.22
ENSG00000196776	132.83	51.20	98.84	70.48	80.58	101.24	35.82	48.97
ENSG00000196778	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00
ENSG00000196781	58.41	4.63	2.71	34.02	2.54	0.76	6.97	8.98
ENSG00000196782	0.21	0.91	0.24	0.39	0.33	0.14	8.29	0.32
ENSG00000196787	1.93	0.84	1.46	2.97	1.64	1.32	0.80	3.69
ENSG00000196792	9.09	7.31	10.09	9.34	8.78	8.39	12.72	7.45
ENSG00000196793	1.47	1.45	5.21	2.17	1.19	3.38	0.35	2.01
ENSG00000196796	0.04	0.33	0.04	0.08	0.16	0.00	0.05	0.05
ENSG00000196805	0.00	0.14	0.19	0.00	0.00	0.00	0.00	0.00
ENSG00000196810	1.56	4.72	5.17	8.79	8.16	5.01	3.51	5.59
ENSG00000196811	0.03	0.00	0.27	0.09	0.01	0.04	0.02	0.06
ENSG00000196812	5.92	5.36	4.35	6.19	5.23	4.37	6.83	7.39
ENSG00000196814	0.81	2.64	1.30	2.09	1.74	8.51	1.19	1.87
ENSG00000196821	17.13	23.54	52.14	23.00	40.94	15.96	25.92	15.62
ENSG00000196826	0.00	0.00	0.10	0.09	0.00	0.00	0.00	0.00
ENSG00000196832	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSG00000196834	0.08	0.10	0.42	0.23	0.22	0.17	0.00	0.06
ENSG00000196839	10.16	25.52	55.28	14.73	150.33	15.55	105.96	33.27
ENSG00000196843	21.67	44.86	17.22	23.34	92.47	55.39	9.13	23.43
ENSG00000196844	0.04	0.00	0.04	0.02	0.00	0.00	0.04	0.10
ENSG00000196850	10.39	11.25	9.66	8.24	11.70	9.27	9.95	5.84
ENSG00000196860	0.07	0.21	0.23	0.00	0.00	0.00	0.13	0.06
ENSG00000196861	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.05
ENSG00000196862	0.00	0.00	0.09	0.00	0.00	0.00	0.01	0.00
ENSG00000196865	2.27	2.37	3.17	5.90	4.37	2.00	2.52	0.67
ENSG00000196866	3.26	0.00	0.00	0.00	0.37	0.00	0.13	0.00
ENSG00000196867	0.75	2.66	1.67	1.63	0.99	3.60	0.43	0.61
ENSG00000196872	0.47	0.61	0.11	0.39	0.50	0.43	0.50	0.47
ENSG00000196873	11.47	3.50	10.39	4.84	4.08	2.51	9.30	4.47
ENSG00000196876	0.13	0.31	0.84	0.93	0.26	0.26	0.72	1.21
ENSG00000196878	0.52	1.80	0.36	0.97	1.28	0.31	1.89	0.76
ENSG00000196890	1.46	0.29	0.00	0.00	1.19	0.15	0.42	0.00
ENSG00000196893	0.00	0.00	0.03	0.00	0.02	0.00	0.00	0.00
ENSG00000196900	0.06	0.00	0.07	0.10	0.00	0.00	0.00	0.00
ENSG00000196911	8.11	6.67	2.25	7.29	5.78	5.83	2.16	5.05
ENSG00000196912	12.92	8.62	11.92	13.57	7.64	6.92	3.27	9.92
ENSG00000196914	4.19	7.98	9.82	10.84	12.82	7.73	10.03	9.04
ENSG00000196917	0.24	0.20	0.24	0.41	0.37	0.35	0.20	0.43
ENSG00000196922	2.52	4.69	6.69	4.79	2.97	3.10	5.34	3.10
ENSG00000196923	10.38	24.28	14.29	15.54	21.91	30.40	60.05	21.56
ENSG00000196924	35.43	106.96	36.87	45.89	65.75	68.66	81.74	36.65
ENSG00000196927	0.78	0.91	0.93	1.60	1.77	1.63	0.68	0.81
ENSG00000196932	0.03	0.25	0.76	0.20	0.09	0.23	0.92	0.04
ENSG00000196933	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00
ENSG00000196934	0.13	0.50	0.11	0.42	0.17	0.18	0.03	0.16
ENSG00000196935	0.17	0.59	0.25	1.12	0.57	0.31	0.52	0.86
ENSG00000196936	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
ENSG00000196937	16.24	27.72	17.90	16.68	19.84	22.37	88.52	13.37
ENSG00000196943	2.40	9.60	14.78	10.15	11.52	7.86	12.39	4.24
ENSG00000196944	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
ENSG00000196946	0.00	0.04	0.00	0.02	0.00	0.00	0.00	0.01
ENSG00000196950	44.70	15.55	19.04	24.28	8.78	12.16	3.14	3.34
ENSG00000196951	0.22	0.38	0.05	0.15	0.53	0.17	0.05	0.29
ENSG00000196954	59.58	63.01	43.16	100.11	67.46	80.14	36.67	86.32
ENSG00000196960	0.07	0.14	0.33	0.24	0.12	0.14	0.04	0.07
ENSG00000196961	14.27	19.04	39.02	25.53	30.39	22.83	20.16	12.75
ENSG00000196963	0.16	0.06	0.15	0.09	0.07	0.02	0.29	0.00
ENSG00000196966	0.06	0.43	0.20	1.55	0.23	0.15	0.12	0.53
ENSG00000196967	28.38	10.58	7.92	10.32	9.68	9.22	6.65	12.34
ENSG00000196968	1.44	4.31	7.82	7.74	16.83	3.51	6.42	1.62
ENSG00000196970	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.03
ENSG00000196972	0.02	0.08	0.10	0.06	0.07	0.08	0.05	0.01
ENSG00000196975	18.11	17.82	15.02	11.59	34.03	10.90	31.05	9.24
ENSG00000196976	23.79	11.35	12.44	6.06	22.91	15.72	25.62	12.65
ENSG00000196979	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00
ENSG00000196981	1.87	5.16	5.96	5.11	3.94	5.93	2.69	4.34
ENSG00000196987	0.00	0.01	0.01	0.00	0.03	0.00	0.00	0.01
ENSG00000196990	0.10	0.00	0.44	0.00	0.18	0.45	0.55	0.00
ENSG00000196993	0.55	0.73	0.68	1.20	1.25	1.05	0.32	1.99
ENSG00000196998	14.14	26.74	11.36	21.42	16.75	20.81	21.14	28.00
ENSG00000197006	40.13	33.88	28.69	32.11	42.43	25.09	33.52	8.58
ENSG00000197008	9.63	6.67	7.61	6.75	5.22	8.13	4.57	32.27
ENSG00000197013	4.90	5.99	6.27	9.22	4.97	4.56	3.43	4.68
ENSG00000197015	0.00	0.38	0.75	0.72	0.42	0.13	0.00	0.26
ENSG00000197016	1.09	1.94	3.03	2.19	2.38	2.31	0.99	1.65
ENSG00000197019	18.46	5.58	2.25	3.31	4.45	3.90	5.46	3.75
ENSG00000197020	0.70	3.54	4.81	4.87	4.80	0.98	3.76	0.87
ENSG00000197021	11.24	13.06	10.89	7.21	12.42	16.47	10.74	16.73
ENSG00000197024	0.82	4.19	4.13	3.45	3.77	2.66	5.63	2.70
ENSG00000197037	2.85	5.88	6.60	5.22	6.27	6.23	4.76	9.45
ENSG00000197038	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.05
ENSG00000197043	79.16	140.25	44.06	176.24	147.55	98.54	225.56	66.69
ENSG00000197044	1.14	3.64	2.77	4.03	4.02	2.84	2.97	2.38
ENSG00000197045	11.32	14.70	16.75	13.25	13.10	10.40	27.18	5.51
ENSG00000197046	1.13	0.82	0.30	4.17	7.13	4.39	0.67	8.03
ENSG00000197047	0.00	0.11	0.00	0.00	0.00	0.00	0.09	0.00
ENSG00000197050	4.68	4.60	4.02	4.99	3.42	4.26	2.27	1.82
ENSG00000197054	3.22	3.46	2.57	4.27	2.35	3.50	2.78	4.73
ENSG00000197056	1.70	4.01	1.52	3.37	2.51	3.71	1.69	1.84
ENSG00000197057	0.33	3.19	0.37	0.81	2.05	4.60	0.53	1.11
ENSG00000197061	1.76	0.16	0.53	0.08	1.06	0.85	0.27	0.68
ENSG00000197062	4.76	9.62	5.97	10.52	5.52	7.13	5.28	12.02
ENSG00000197063	2.17	5.60	7.52	6.93	4.62	5.17	6.38	2.39
ENSG00000197067	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00
ENSG00000197070	19.17	34.36	20.24	31.40	21.47	45.44	34.69	29.46
ENSG00000197071	0.00	0.00	0.09	0.00	0.00	0.00	0.08	0.00
ENSG00000197077	0.86	3.97	1.13	2.00	1.33	0.74	0.59	0.53
ENSG00000197079	0.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00
ENSG00000197081	2.55	11.92	10.89	14.40	12.53	14.11	15.07	6.61
ENSG00000197083	0.24	0.61	0.07	0.36	4.34	0.17	0.33	0.44
ENSG00000197084	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.19
ENSG00000197085	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
ENSG00000197093	0.35	2.79	0.60	0.88	1.24	0.88	12.57	2.77
ENSG00000197099	0.04	0.13	0.33	0.22	0.22	0.37	0.10	0.28
ENSG00000197102	44.34	50.42	43.79	55.00	50.88	51.59	53.46	61.96
ENSG00000197106	0.00	0.01	0.00	0.05	0.01	0.01	0.10	0.00
ENSG00000197111	557.57	353.90	340.02	337.81	364.48	339.45	395.20	356.72
ENSG00000197114	15.32	29.38	17.16	28.03	26.34	30.43	16.13	17.73
ENSG00000197119	24.21	10.43	18.26	7.49	10.27	18.47	8.38	26.69
ENSG00000197121	0.29	1.07	1.31	0.56	1.19	0.61	1.61	0.32
ENSG00000197122	3.19	15.43	7.79	10.96	10.32	10.07	40.67	7.56
ENSG00000197123	0.00	0.02	0.02	0.00	0.03	0.00	0.03	0.05
ENSG00000197124	22.78	3.72	8.01	3.52	1.18	8.38	4.64	2.29
ENSG00000197125	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00
ENSG00000197128	0.63	2.28	5.87	3.26	0.86	1.38	0.28	0.30
ENSG00000197134	0.86	2.76	0.31	1.02	0.49	2.01	0.29	0.42
ENSG00000197136	7.56	21.78	16.71	18.35	28.45	19.49	15.57	15.28
ENSG00000197140	0.37	0.37	0.58	0.86	0.69	0.59	0.45	0.82
ENSG00000197142	11.72	28.69	35.00	35.54	28.01	42.74	15.14	20.35
ENSG00000197146	1.37	5.57	4.92	19.74	9.31	3.43	1.61	0.87
ENSG00000197147	2.42	3.06	2.98	2.32	2.20	4.08	2.34	2.20
ENSG00000197149	0.00	0.31	0.39	0.19	0.15	0.18	0.00	0.76
ENSG00000197150	4.50	11.72	12.18	12.73	11.40	18.72	11.75	13.54
ENSG00000197153	1.66	0.34	0.67	0.58	1.96	1.98	0.06	0.90
ENSG00000197157	28.84	46.32	81.87	38.08	75.47	75.44	73.63	86.30
ENSG00000197161	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
ENSG00000197162	0.80	3.05	7.00	8.18	4.37	2.69	3.25	1.62
ENSG00000197165	0.34	1.88	2.63	1.40	1.44	1.86	0.51	2.36
ENSG00000197168	0.34	0.16	0.28	0.18	0.90	0.21	0.14	0.43
ENSG00000197170	18.65	13.73	32.57	18.90	27.60	25.69	28.87	20.94
ENSG00000197172	0.00	0.00	0.03	0.03	0.02	0.00	0.00	0.00
ENSG00000197180	2.06	0.53	0.52	0.80	0.57	1.42	0.75	2.45
ENSG00000197181	0.17	0.32	0.24	0.51	0.28	0.54	0.22	0.21
ENSG00000197182	1.43	0.74	3.17	1.16	2.53	1.36	0.65	0.58
ENSG00000197183	2.64	9.51	1.93	4.83	3.85	3.06	5.11	6.95
ENSG00000197191	0.46	1.80	0.19	0.42	0.41	0.28	0.92	0.97
ENSG00000197208	0.46	0.24	0.03	0.14	0.06	0.12	0.62	0.09
ENSG00000197210	0.01	0.01	0.03	0.10	0.05	0.04	0.02	0.08
ENSG00000197213	0.02	0.00	0.05	0.00	0.02	0.00	0.05	0.04
ENSG00000197214	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.04
ENSG00000197217	17.48	38.10	45.19	35.87	92.09	46.13	47.72	51.36
ENSG00000197223	45.68	22.83	31.57	14.81	20.57	15.92	37.36	5.96
ENSG00000197226	19.33	41.88	50.37	77.53	57.47	62.41	24.44	59.28
ENSG00000197233	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
ENSG00000197238	30.80	1.62	4.16	10.83	8.02	10.11	1.79	15.11
ENSG00000197241	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197245	1.05	1.54	0.30	0.76	0.42	0.24	0.69	0.08
ENSG00000197249	23.56	20.96	12.75	16.41	16.98	32.01	66.37	22.45
ENSG00000197251	0.03	0.07	0.04	0.01	0.08	0.07	0.12	0.05
ENSG00000197253	22.56	28.53	0.12	5.62	1.52	0.44	0.82	0.17
ENSG00000197256	3.72	8.69	2.60	5.32	5.03	3.90	15.24	4.19
ENSG00000197258	0.06	0.06	0.04	0.05	0.03	0.02	0.09	0.06
ENSG00000197261	0.26	0.61	0.40	0.65	0.41	0.23	0.13	0.28
ENSG00000197262	26.41	9.67	5.99	8.79	4.47	41.13	21.20	46.71
ENSG00000197263	0.00	0.03	0.00	0.05	0.00	0.00	0.00	0.00
ENSG00000197265	20.99	16.74	23.30	23.54	25.48	34.71	27.07	13.54
ENSG00000197272	0.03	0.23	0.20	0.03	0.10	0.33	0.32	0.00
ENSG00000197273	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00
ENSG00000197275	4.22	2.49	4.61	2.00	6.62	3.85	5.61	5.34
ENSG00000197279	1.28	0.93	1.16	0.58	0.68	0.97	1.79	3.08
ENSG00000197283	1.89	2.35	10.08	2.38	8.74	7.09	2.67	4.53
ENSG00000197284	0.00	0.10	0.40	0.54	0.51	0.47	0.10	0.17
ENSG00000197291	0.85	0.86	1.78	1.50	1.17	1.34	0.73	0.73
ENSG00000197296	1.25	1.85	2.34	2.61	1.44	1.73	1.48	1.12
ENSG00000197299	17.97	11.91	14.05	8.39	33.39	27.29	26.68	13.92
ENSG00000197301	0.03	0.02	0.07	0.17	0.23	0.15	0.14	0.04
ENSG00000197302	9.91	9.20	9.68	13.43	10.44	8.28	10.38	8.19
ENSG00000197308	0.02	0.08	0.01	0.00	0.00	0.02	0.00	0.03
ENSG00000197312	4.64	5.67	16.92	9.58	16.22	7.42	4.97	4.44
ENSG00000197320	0.00	0.00	0.05	0.00	0.02	0.02	0.00	0.00
ENSG00000197321	3.98	7.26	3.08	5.81	4.71	1.92	4.22	2.70
ENSG00000197322	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00
ENSG00000197323	9.52	8.49	11.57	9.41	12.34	6.39	6.41	5.37
ENSG00000197324	8.91	19.24	14.82	29.96	19.88	8.45	32.17	6.87
ENSG00000197329	31.46	15.78	25.19	15.61	22.81	24.95	51.43	54.83
ENSG00000197332	0.16	0.22	0.12	0.23	0.06	0.06	0.43	0.06
ENSG00000197343	43.33	42.53	40.14	47.09	48.17	37.52	37.72	72.37
ENSG00000197345	81.15	31.39	57.63	24.20	36.43	60.10	45.93	55.17
ENSG00000197353	0.05	1.39	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197355	2.96	10.27	9.30	24.39	19.39	21.39	15.94	25.31
ENSG00000197358	5.67	2.62	2.93	1.66	2.39	3.03	17.18	1.22
ENSG00000197360	0.02	0.08	0.10	0.21	0.07	0.12	0.09	0.20
ENSG00000197361	0.07	0.22	1.34	0.15	0.12	0.21	0.31	0.13
ENSG00000197362	0.99	3.59	4.57	5.06	6.66	4.31	3.66	10.12
ENSG00000197363	1.19	2.93	2.64	3.41	2.58	2.85	2.18	3.58
ENSG00000197372	7.11	6.15	6.53	9.01	9.96	7.20	4.45	7.66
ENSG00000197375	1.14	2.60	1.66	3.35	2.11	2.16	1.11	5.87
ENSG00000197376	0.00	0.01	0.06	0.00	0.00	0.01	0.01	0.00
ENSG00000197380	1.32	0.94	0.83	0.98	1.01	0.61	2.41	1.02
ENSG00000197381	2.22	9.28	2.39	3.25	7.49	3.06	9.95	3.66
ENSG00000197385	2.37	1.63	14.80	7.07	5.67	5.52	3.42	8.05
ENSG00000197386	4.79	12.50	26.34	13.49	22.27	14.05	7.62	6.89
ENSG00000197405	10.23	4.48	1.29	14.25	10.01	2.85	5.73	7.31
ENSG00000197406	0.10	0.95	0.13	0.11	0.13	0.07	0.90	3.98
ENSG00000197408	0.08	0.08	0.05	0.09	0.09	0.11	0.05	0.05
ENSG00000197409	16.25	0.74	1.66	5.69	2.83	2.53	0.41	3.02
ENSG00000197410	0.00	0.05	0.08	0.00	0.02	0.01	0.01	0.00
ENSG00000197414	0.00	0.04	0.02	0.03	0.10	0.13	0.04	1.36
ENSG00000197415	0.01	0.19	0.04	0.09	0.06	0.01	0.43	0.00
ENSG00000197417	1.02	2.62	5.50	3.49	3.87	2.65	3.78	2.52
ENSG00000197421	0.00	0.19	4.28	0.00	1.75	0.03	0.00	0.02
ENSG00000197428	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
ENSG00000197429	3.41	2.38	3.91	3.14	3.80	2.52	1.80	2.15
ENSG00000197430	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.01
ENSG00000197437	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00
ENSG00000197442	3.02	10.69	4.92	13.60	9.27	11.31	2.74	2.80
ENSG00000197444	0.05	0.33	0.16	0.03	0.02	0.03	3.73	0.02
ENSG00000197445	0.00	0.02	0.00	0.04	0.00	0.00	0.08	0.00
ENSG00000197446	0.06	0.04	0.06	0.15	0.25	0.12	0.09	0.03
ENSG00000197448	72.13	156.05	98.88	123.12	101.82	157.24	113.13	146.27
ENSG00000197451	70.07	84.89	179.30	63.96	113.84	189.59	178.74	153.62
ENSG00000197454	0.00	0.00	0.09	0.00	0.00	0.03	0.00	0.00
ENSG00000197457	7.74	25.45	6.40	10.83	13.41	17.23	7.08	9.54
ENSG00000197459	3.06	0.95	1.11	4.32	1.81	6.42	1.66	0.33
ENSG00000197461	3.12	4.64	2.15	4.51	1.86	5.20	15.72	5.08
ENSG00000197462	0.80	0.47	0.52	0.63	1.70	0.50	0.73	0.87
ENSG00000197463	0.88	0.28	0.10	0.69	0.24	0.51	0.01	3.26
ENSG00000197465	0.38	1.11	1.01	2.78	1.62	2.37	0.09	2.28
ENSG00000197467	0.65	1.60	0.07	0.29	0.72	0.21	0.98	0.84
ENSG00000197471	7.10	24.18	13.98	8.86	8.43	19.35	10.69	7.84
ENSG00000197472	0.19	0.70	3.13	0.78	0.19	0.28	0.70	0.03
ENSG00000197476	0.00	0.25	0.01	0.00	0.00	0.00	0.00	0.00
ENSG00000197479	0.01	0.06	0.03	0.10	0.07	0.01	0.11	0.02
ENSG00000197483	1.60	1.12	2.66	1.65	1.80	1.83	1.26	0.75
ENSG00000197496	0.78	1.22	0.31	0.67	0.47	0.39	2.31	0.44
ENSG00000197497	1.63	2.54	7.28	1.04	1.00	4.33	3.93	1.62
ENSG00000197498	16.42	13.97	11.83	11.32	17.23	23.70	17.45	28.78
ENSG00000197503	0.02	0.00	0.71	0.21	5.07	0.04	0.00	0.00
ENSG00000197506	0.11	0.17	0.02	0.09	0.16	1.76	0.06	0.14
ENSG00000197520	7.59	3.98	1.15	6.80	1.74	0.18	1.34	0.80
ENSG00000197530	20.31	22.23	49.16	24.35	20.72	30.53	11.00	13.90
ENSG00000197532	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
ENSG00000197535	11.69	10.15	8.24	16.19	18.68	10.19	13.27	9.12
ENSG00000197536	13.92	14.17	5.32	15.23	10.27	12.88	3.73	11.15
ENSG00000197540	10.82	22.09	3.09	6.05	6.82	36.04	1.75	5.12
ENSG00000197548	6.23	8.55	13.29	11.04	13.13	11.02	10.79	7.37
ENSG00000197549	0.04	2.06	0.17	0.19	0.36	1.66	2.85	12.73
ENSG00000197550	0.08	0.07	0.14	0.34	1.17	0.36	0.05	0.33
ENSG00000197555	18.73	15.48	32.42	22.45	21.16	21.01	15.90	24.13
ENSG00000197557	0.36	0.76	0.83	0.64	0.99	0.41	0.95	0.31
ENSG00000197558	0.42	0.90	0.62	0.25	0.63	0.33	0.22	1.08
ENSG00000197561	0.00	0.24	0.06	0.09	0.07	0.00	0.03	0.00
ENSG00000197562	4.97	7.69	6.62	7.10	6.56	8.89	8.27	8.39
ENSG00000197563	3.00	3.76	8.92	5.38	5.93	5.22	5.92	1.61
ENSG00000197565	0.07	0.22	0.21	0.11	0.33	0.43	0.10	0.13
ENSG00000197566	0.58	1.67	0.97	1.67	1.27	1.53	0.93	0.76
ENSG00000197568	11.23	5.37	10.04	11.39	18.58	8.89	3.02	14.78
ENSG00000197575	0.32	0.07	0.20	0.00	0.09	0.26	0.00	0.08
ENSG00000197576	2.03	0.52	1.79	1.76	2.12	1.44	1.65	0.33
ENSG00000197579	5.29	6.61	9.64	8.58	7.48	8.16	8.52	3.82
ENSG00000197580	1.54	1.95	0.58	1.85	2.98	2.33	0.48	4.34
ENSG00000197582	0.06	2.29	5.59	0.11	6.86	0.06	0.92	1.01
ENSG00000197584	0.02	0.03	0.02	0.18	0.01	0.01	0.04	0.11
ENSG00000197586	8.01	23.61	18.09	19.14	12.88	18.74	19.38	17.28
ENSG00000197587	0.00	0.02	0.03	0.01	0.22	0.01	0.02	0.02
ENSG00000197588	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00
ENSG00000197594	0.41	0.75	0.43	0.45	0.36	0.29	4.00	0.31
ENSG00000197595	0.00	0.03	0.01	0.00	0.00	0.01	0.01	0.00
ENSG00000197599	1.73	2.93	0.84	1.68	1.88	1.57	0.40	3.81
ENSG00000197601	15.01	17.03	17.18	15.36	15.81	16.36	16.23	10.64
ENSG00000197603	0.84	1.54	3.51	3.75	2.05	1.98	2.12	1.37
ENSG00000197604	0.03	0.31	0.21	0.19	0.16	0.09	0.10	0.47
ENSG00000197608	2.21	7.57	1.45	8.61	2.54	12.12	1.51	3.67
ENSG00000197614	8.56	2.12	2.38	2.92	3.49	1.77	11.92	2.72
ENSG00000197616	0.01	0.13	0.04	0.00	0.02	0.01	0.01	1.24
ENSG00000197617	0.00	0.00	0.10	0.03	0.00	0.12	0.00	0.00
ENSG00000197619	2.04	3.64	4.20	4.50	3.49	3.41	1.82	3.78
ENSG00000197620	0.82	1.57	1.21	1.07	1.20	4.88	1.59	2.53
ENSG00000197622	37.72	101.94	50.95	94.77	73.78	64.45	48.35	43.92
ENSG00000197629	78.13	76.87	159.31	249.29	63.23	79.44	18.41	24.74
ENSG00000197632	0.08	0.93	0.04	0.06	0.00	0.00	0.01	0.00
ENSG00000197635	0.61	4.64	7.68	1.51	1.24	0.39	2.52	0.15
ENSG00000197641	0.00	1.80	0.01	0.00	0.00	0.01	0.00	0.00
