gene	GSM1220552	GSM1220553	GSM1220554	GSM1220555	GSM1220556	GSM1220557	GSM1220558	GSM1220559
ENSG00000116903	2.93	5.96	5.24	11.39	5.50	4.00	4.91	3.63
ENSG00000116906	29.61	22.65	28.77	32.21	24.27	33.40	43.03	33.73
ENSG00000116918	26.63	14.51	15.81	19.81	16.27	11.49	16.56	9.49
ENSG00000116922	3.23	7.95	15.30	9.37	10.30	8.16	4.30	6.33
ENSG00000116954	13.21	12.55	13.89	18.68	20.08	10.98	11.07	6.09
ENSG00000116957	11.48	7.66	10.81	13.36	11.70	9.96	10.67	17.44
ENSG00000116962	3.27	4.05	2.80	6.69	3.47	1.56	11.57	0.82
ENSG00000116977	13.05	29.68	13.41	32.55	20.16	27.31	25.75	10.56
ENSG00000116981	0.02	0.03	0.21	0.02	0.06	0.08	0.02	0.00
ENSG00000116983	0.03	0.76	0.15	0.13	0.32	0.39	0.05	0.12
ENSG00000116984	3.32	8.05	7.97	12.53	9.44	7.14	10.60	11.43
ENSG00000116985	0.67	1.47	1.24	1.36	0.86	1.74	2.15	1.43
ENSG00000116990	0.44	5.00	1.11	0.68	1.39	0.65	0.72	0.83
ENSG00000116991	0.87	1.77	7.62	1.34	1.27	1.54	1.76	0.79
ENSG00000117000	6.03	5.69	4.85	6.24	11.87	6.83	6.30	6.51
ENSG00000117009	3.75	6.11	2.38	17.70	2.50	6.95	4.97	14.28
ENSG00000117010	3.89	3.54	4.67	3.71	3.06	4.51	2.68	7.33
ENSG00000117013	0.19	0.43	0.40	0.12	0.41	0.28	0.62	0.33
ENSG00000117016	0.18	1.17	12.56	0.52	4.07	1.68	0.51	0.64
ENSG00000117020	4.82	5.48	4.34	7.06	2.43	6.07	12.35	3.32
ENSG00000117036	3.46	8.47	9.02	6.68	5.81	3.89	6.53	2.64
ENSG00000117054	25.16	21.70	58.53	67.57	43.66	49.80	62.18	18.41
ENSG00000117069	0.67	0.56	0.23	0.24	0.49	0.32	2.99	0.16
ENSG00000117090	2.39	18.31	2.46	4.04	7.90	4.92	30.46	7.51
ENSG00000117091	125.66	188.01	80.51	199.80	118.22	211.50	57.61	161.50
ENSG00000117114	2.67	6.53	1.86	4.76	2.64	2.10	2.98	1.00
ENSG00000117115	0.24	2.23	0.37	0.61	1.21	3.95	1.24	3.57
ENSG00000117118	59.89	34.11	55.79	37.34	55.24	53.98	49.08	41.96
ENSG00000117122	3.26	4.08	1.26	1.08	1.38	0.76	34.42	2.18
ENSG00000117133	54.14	26.31	26.67	27.86	46.41	28.43	20.35	11.23
ENSG00000117139	1.79	6.25	7.17	13.24	6.24	6.37	8.21	4.97
ENSG00000117143	21.16	12.47	21.83	17.26	8.97	14.51	19.46	12.48
ENSG00000117148	0.00	0.00	0.04	0.00	0.00	0.00	0.03	5.25
ENSG00000117151	7.58	6.82	4.17	10.74	15.99	8.98	6.34	3.50
ENSG00000117152	0.31	0.30	0.67	0.15	0.52	4.62	3.08	0.11
ENSG00000117153	13.88	13.96	19.22	22.88	17.16	18.26	15.58	35.19
ENSG00000117154	0.03	0.31	0.56	0.01	0.16	0.03	1.45	0.14
ENSG00000117155	2.98	3.13	7.37	2.97	3.59	3.74	4.76	2.62
ENSG00000117174	6.40	10.22	14.64	8.75	19.05	10.10	6.07	6.29
ENSG00000117215	56.14	43.33	15.05	101.53	81.51	125.82	6.98	100.14
ENSG00000117222	3.07	6.54	6.96	10.12	9.65	6.11	17.72	6.53
ENSG00000117226	10.38	13.40	3.40	14.80	6.31	8.07	10.98	6.75
ENSG00000117228	29.26	66.71	26.54	58.77	15.51	103.17	80.80	26.82
ENSG00000117242	0.76	2.25	1.17	2.40	1.36	1.85	0.88	1.42
ENSG00000117245	0.55	0.56	0.29	1.09	0.40	0.63	0.34	0.21
ENSG00000117262	4.93	5.00	6.18	7.25	4.45	6.06	4.23	6.40
ENSG00000117266	1.79	2.96	1.26	4.82	5.86	2.51	1.63	3.70
ENSG00000117280	17.03	20.41	89.62	38.80	98.66	14.45	7.28	14.94
ENSG00000117281	0.08	0.25	0.20	0.48	0.21	1.45	0.06	0.00
ENSG00000117289	125.42	81.38	14.06	142.37	22.67	33.12	5.21	13.78
ENSG00000117298	21.60	22.81	45.28	22.97	41.39	22.22	11.88	8.39
ENSG00000117305	15.43	12.97	20.25	17.38	15.52	13.51	14.72	15.25
ENSG00000117308	6.49	7.28	19.97	8.79	9.18	20.69	29.33	16.26
ENSG00000117318	58.31	45.89	33.08	43.77	39.36	24.91	45.20	16.14
ENSG00000117322	17.47	45.19	11.96	37.54	140.92	3.00	10.10	24.98
ENSG00000117335	43.31	54.50	32.40	62.61	33.18	36.23	44.56	45.41
ENSG00000117360	11.65	27.13	20.06	29.35	19.55	24.40	17.38	47.16
ENSG00000117362	34.93	26.97	38.62	35.45	29.41	35.76	34.07	17.58
ENSG00000117385	15.79	21.50	19.76	20.24	14.94	21.78	17.56	22.79
ENSG00000117394	6.12	13.69	15.00	7.35	23.50	8.25	9.66	5.83
ENSG00000117395	36.49	31.75	72.62	25.99	36.65	55.40	32.43	35.26
ENSG00000117399	20.84	18.26	46.68	23.64	44.87	62.56	50.34	46.83
ENSG00000117400	0.00	0.00	0.03	0.00	0.05	0.00	0.00	0.02
ENSG00000117407	0.69	0.34	0.20	0.08	0.08	0.10	0.17	1.05
ENSG00000117408	10.62	9.81	9.82	11.42	7.84	10.88	6.42	15.27
ENSG00000117410	168.75	61.34	79.23	70.53	45.08	106.43	67.18	57.45
ENSG00000117411	4.88	5.94	19.61	6.19	4.57	19.34	10.72	4.12
ENSG00000117419	21.53	14.36	21.65	11.88	17.12	21.85	15.69	16.84
ENSG00000117425	0.84	1.15	0.86	4.27	1.44	2.94	0.23	7.22
ENSG00000117448	104.75	88.90	158.96	120.95	92.64	170.51	107.23	143.13
ENSG00000117450	224.23	232.88	433.56	312.18	319.52	469.25	389.41	333.42
ENSG00000117461	2.26	3.37	3.73	3.54	3.36	2.46	1.80	3.19
ENSG00000117472	0.44	0.91	0.26	0.41	0.29	0.56	0.11	0.20
ENSG00000117475	5.22	6.89	8.24	11.23	5.50	7.18	9.56	3.66
ENSG00000117477	0.16	0.19	2.73	0.11	0.05	0.06	0.09	0.03
ENSG00000117479	3.47	2.21	9.43	1.53	2.97	3.77	4.26	5.14
ENSG00000117480	3.50	3.65	2.61	3.89	1.62	2.21	0.46	1.65
ENSG00000117481	4.42	6.12	17.09	9.98	7.69	10.33	4.45	8.03
ENSG00000117500	15.82	20.75	16.86	37.77	22.19	12.66	15.33	4.98
ENSG00000117501	0.00	0.00	0.18	0.02	0.00	0.00	0.03	0.00
ENSG00000117505	29.59	22.13	31.30	22.94	24.62	17.91	18.59	5.46
ENSG00000117507	0.00	0.03	0.22	0.14	0.07	0.08	0.00	0.00
ENSG00000117519	42.50	18.24	7.08	22.64	12.37	5.89	55.67	2.66
ENSG00000117523	28.86	49.93	77.73	75.70	80.61	39.93	42.95	34.40
ENSG00000117525	7.27	3.42	0.98	8.22	2.94	1.40	3.22	3.33
ENSG00000117528	8.35	8.67	11.87	8.23	16.15	8.20	9.91	9.71
ENSG00000117533	14.28	11.10	9.97	11.27	7.18	7.17	5.00	5.97
ENSG00000117543	19.68	19.50	18.97	16.69	11.62	19.36	9.37	15.76
ENSG00000117560	2.05	5.55	2.28	1.76	2.08	8.04	3.35	4.83
ENSG00000117569	20.44	9.87	9.05	13.01	8.90	14.54	6.88	10.88
ENSG00000117586	1.45	1.98	0.73	2.14	3.88	2.29	1.86	6.42
ENSG00000117592	79.70	72.45	147.56	93.63	190.27	149.72	253.61	254.84
ENSG00000117593	3.71	6.16	23.46	10.91	12.20	8.66	16.52	8.96
ENSG00000117594	5.10	4.46	2.75	7.46	2.17	12.87	5.06	4.70
ENSG00000117595	0.10	1.60	0.05	0.05	0.50	0.24	0.20	0.06
ENSG00000117597	1.39	2.99	4.54	4.48	3.85	2.56	3.25	1.84
ENSG00000117598	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000117600	0.30	0.66	0.14	0.13	0.06	0.11	0.51	0.04
ENSG00000117601	0.05	0.24	0.03	0.20	0.02	0.06	0.00	0.00
ENSG00000117602	3.45	9.49	1.99	7.75	8.61	3.74	4.88	5.55
ENSG00000117614	86.93	47.69	43.46	53.34	39.87	53.52	45.58	41.88
ENSG00000117616	612.14	127.77	88.51	151.03	94.48	138.78	50.81	175.88
ENSG00000117620	7.27	5.70	5.42	7.10	7.44	4.86	4.54	3.59
ENSG00000117625	22.01	22.39	18.07	46.75	24.41	18.34	23.30	26.39
ENSG00000117632	307.12	121.25	369.02	125.68	244.34	405.54	379.14	126.57
ENSG00000117640	16.66	25.34	27.29	32.36	18.93	27.60	15.91	38.23
ENSG00000117643	3.04	14.77	2.38	4.91	3.73	3.69	3.01	1.71
ENSG00000117650	5.62	4.96	8.97	7.21	12.36	10.93	19.06	8.29
ENSG00000117676	55.47	36.36	36.62	46.55	63.55	46.32	37.36	44.39
ENSG00000117682	6.00	12.27	30.28	24.11	18.47	15.91	14.17	11.78
ENSG00000117691	38.24	22.24	20.69	21.75	11.95	34.88	25.29	64.15
ENSG00000117697	27.11	14.96	24.74	27.73	28.16	21.44	18.26	19.45
ENSG00000117707	0.58	0.54	1.40	0.34	1.17	0.05	0.67	0.02
ENSG00000117713	9.85	27.34	35.13	36.73	35.53	23.67	21.50	24.53
ENSG00000117724	2.83	11.41	20.66	15.72	16.94	29.07	38.77	23.10
ENSG00000117748	50.18	36.26	41.62	40.73	57.60	37.46	23.26	20.15
ENSG00000117751	16.99	20.03	29.99	22.67	30.78	25.01	22.87	14.34
ENSG00000117758	15.65	14.23	12.47	18.40	22.94	13.51	15.50	8.94
ENSG00000117791	3.17	5.92	2.08	2.83	4.05	1.93	6.43	23.29
ENSG00000117834	0.11	0.18	0.08	0.10	0.08	0.05	0.01	0.13
ENSG00000117859	21.43	25.12	29.64	29.31	45.04	34.12	40.88	30.98
ENSG00000117862	32.03	20.90	21.07	22.26	24.94	24.65	19.56	18.75
ENSG00000117868	5.18	18.21	11.46	18.77	16.37	12.38	21.07	7.47
ENSG00000117877	1.15	1.92	9.18	2.19	4.24	3.61	3.92	1.57
ENSG00000117899	9.75	11.96	12.76	14.96	12.47	14.39	10.92	6.92
ENSG00000117906	47.15	19.61	27.85	25.54	23.12	26.78	18.03	10.90
ENSG00000117971	0.05	0.18	0.05	0.22	0.27	0.05	0.01	0.06
ENSG00000117983	0.00	0.07	0.05	0.02	0.01	0.11	0.01	0.02
ENSG00000117984	150.92	161.78	93.63	312.07	279.87	392.58	367.62	171.15
ENSG00000118004	0.80	0.42	2.35	2.10	2.96	0.70	0.10	0.26
ENSG00000118007	11.74	9.14	14.17	13.39	11.99	10.74	10.24	5.22
ENSG00000118017	0.00	0.00	0.04	0.00	0.04	0.00	0.03	0.00
ENSG00000118046	24.72	31.23	28.55	33.66	32.57	34.33	26.78	17.33
ENSG00000118058	3.15	5.89	6.51	6.98	13.99	4.65	3.53	4.70
ENSG00000118094	0.00	0.00	0.00	0.02	0.02	0.00	0.01	0.00
ENSG00000118096	3.58	4.22	11.10	4.02	4.82	3.39	4.70	7.23
ENSG00000118113	0.00	0.00	0.05	0.00	0.07	0.00	0.53	0.00
ENSG00000118137	0.92	0.32	0.67	0.33	0.14	0.34	0.06	0.11
ENSG00000118156	0.03	0.16	0.02	0.09	0.06	0.12	0.02	0.05
ENSG00000118160	0.01	0.05	0.05	0.09	0.06	0.02	0.01	0.02
ENSG00000118162	20.12	5.04	10.06	7.96	5.80	7.46	4.91	6.69
ENSG00000118181	1201.06	607.75	727.72	574.56	790.61	660.43	519.69	1153.98
ENSG00000118193	1.63	1.49	4.70	3.17	3.30	3.53	3.70	4.32
ENSG00000118194	0.23	1.07	0.19	1.24	0.22	0.47	0.16	12.61
ENSG00000118197	20.87	14.94	6.87	21.32	11.73	20.27	15.08	38.86
ENSG00000118200	3.13	2.14	0.52	2.65	0.88	0.65	2.51	1.08
ENSG00000118217	3.14	6.60	7.23	9.46	6.53	4.14	9.46	2.98
ENSG00000118242	2.09	6.10	13.54	7.26	7.63	4.16	6.80	2.76
ENSG00000118245	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
ENSG00000118246	6.53	10.40	13.80	8.01	10.84	10.38	9.58	6.47
ENSG00000118257	2.87	3.99	2.66	5.47	6.51	4.57	15.48	2.17
ENSG00000118260	10.25	12.30	13.29	17.46	17.41	9.92	12.28	7.96
ENSG00000118263	1.29	3.87	0.84	2.48	1.67	1.41	4.58	1.11
ENSG00000118271	0.00	0.00	0.03	0.03	0.03	0.03	0.05	0.00
ENSG00000118276	3.13	0.86	4.87	0.60	0.97	0.09	17.24	0.93
ENSG00000118292	25.60	9.43	4.49	9.29	8.24	14.15	8.15	12.71
ENSG00000118298	0.00	0.02	0.01	0.02	0.00	0.01	0.01	0.00
ENSG00000118307	0.71	0.20	0.23	0.10	0.29	0.26	3.79	0.47
ENSG00000118308	87.51	148.15	171.48	91.58	571.29	103.91	690.28	281.91
ENSG00000118322	0.30	0.56	0.35	0.36	0.66	0.37	0.45	0.39
ENSG00000118363	87.01	69.92	50.95	118.68	76.45	139.68	97.86	42.00
ENSG00000118369	0.90	3.20	2.15	5.39	3.70	2.94	2.36	2.55
ENSG00000118402	1.06	0.59	0.08	0.21	0.26	0.59	3.68	0.25
ENSG00000118407	0.19	0.86	0.26	0.49	0.49	0.16	0.25	0.11
ENSG00000118412	6.48	6.24	5.72	7.02	8.42	7.26	5.60	4.03
ENSG00000118418	229.94	76.17	54.74	86.26	40.47	108.13	67.30	31.68
ENSG00000118420	4.39	2.88	2.23	1.10	2.41	4.76	2.15	4.04
ENSG00000118432	8.37	3.98	0.70	25.25	1.97	1.86	13.93	89.33
ENSG00000118434	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
ENSG00000118454	9.97	7.66	8.57	9.78	13.18	6.23	5.74	5.08
ENSG00000118473	0.29	0.57	0.22	0.24	0.33	0.17	5.46	0.34
ENSG00000118482	9.17	14.43	11.66	16.68	17.66	10.86	11.89	7.40
ENSG00000118491	0.10	0.31	0.00	0.06	0.43	0.07	0.12	1.00
ENSG00000118492	0.00	0.01	0.00	0.05	0.00	0.01	0.01	0.01
ENSG00000118495	6.78	14.23	7.01	15.09	11.01	16.28	14.36	19.11
ENSG00000118496	2.52	5.57	2.75	5.67	6.32	6.44	5.54	3.26
ENSG00000118503	44.82	47.03	19.45	70.62	79.45	44.44	29.75	59.80
ENSG00000118507	2.48	5.80	1.18	4.58	1.72	5.76	4.39	1.41
ENSG00000118508	15.26	9.08	4.15	4.00	4.99	4.89	11.80	2.96
ENSG00000118513	3.02	8.21	1.67	5.67	5.26	9.77	8.03	3.97
ENSG00000118514	0.57	0.73	0.20	1.37	0.99	0.62	0.20	0.98
ENSG00000118515	60.92	31.47	21.62	27.99	106.72	44.53	40.92	90.71
ENSG00000118518	11.59	23.60	13.03	27.96	12.84	17.07	20.35	18.55
ENSG00000118520	0.07	0.19	0.00	0.07	0.30	0.24	0.02	0.17
ENSG00000118523	27.62	11.94	4.85	6.26	4.05	5.94	129.08	1.24
ENSG00000118526	0.01	0.00	0.00	0.18	0.01	0.00	0.03	0.00
ENSG00000118557	2.11	1.61	2.57	0.75	0.65	3.78	0.77	3.95
ENSG00000118564	38.35	24.65	21.06	27.03	23.72	23.38	25.64	13.95
ENSG00000118579	19.95	19.24	31.32	20.82	34.45	23.14	17.79	17.96
ENSG00000118596	3.14	1.86	2.49	2.73	1.57	0.71	1.08	0.08
ENSG00000118600	7.96	9.97	10.82	8.24	7.65	11.84	9.37	13.45
ENSG00000118620	4.83	5.46	6.10	7.84	6.95	5.19	5.14	3.64
ENSG00000118640	159.68	118.92	132.97	124.92	94.09	130.31	169.53	86.06
ENSG00000118655	1.56	3.22	5.02	2.31	4.68	3.69	3.71	1.83
ENSG00000118680	385.38	186.42	164.63	177.28	165.37	302.45	252.60	138.27
ENSG00000118689	3.50	6.81	2.52	5.83	4.77	2.71	3.98	2.07
ENSG00000118690	0.30	0.99	0.63	1.49	2.02	0.95	0.76	0.86
ENSG00000118702	0.06	0.00	0.00	0.00	0.31	0.00	0.00	0.00
ENSG00000118705	82.52	73.26	59.06	96.93	63.19	76.40	81.37	42.73
ENSG00000118707	5.08	12.54	9.06	13.40	12.45	9.17	13.78	6.76
ENSG00000118729	0.12	0.63	0.13	0.12	0.02	0.00	0.34	0.01
ENSG00000118733	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.06
ENSG00000118762	2.85	6.19	11.62	12.37	6.18	3.35	8.33	7.33
ENSG00000118777	0.14	0.77	0.52	0.51	0.81	0.32	0.23	0.05
ENSG00000118785	21.81	3.49	2.25	2.38	15.07	3.98	512.27	2.97
ENSG00000118804	0.06	0.73	0.00	0.51	0.15	0.20	0.64	0.18
ENSG00000118816	134.96	134.60	91.35	140.06	122.43	76.99	142.48	27.91
ENSG00000118849	20.00	4.11	3.24	28.98	10.29	22.28	21.42	5.32
ENSG00000118855	30.04	29.20	34.07	32.37	22.75	42.24	49.00	12.99
ENSG00000118873	14.05	14.15	17.60	19.66	94.67	10.61	56.60	16.89
ENSG00000118894	4.79	6.50	10.77	6.63	6.33	9.72	6.44	7.06
ENSG00000118898	0.09	3.57	0.35	0.32	0.25	0.19	0.10	0.19
ENSG00000118900	2.56	9.78	12.15	11.05	12.22	7.00	8.08	3.67
ENSG00000118922	4.51	7.90	2.74	4.20	7.00	4.10	5.15	1.54
ENSG00000118939	29.13	15.36	16.54	13.65	21.47	20.44	34.82	8.91
ENSG00000118946	0.62	0.42	0.13	0.08	0.84	0.15	1.51	0.02
ENSG00000118960	5.93	5.93	7.98	7.36	6.77	6.13	6.77	6.05
ENSG00000118961	5.09	8.34	11.13	11.24	10.16	10.74	13.15	9.97
ENSG00000118965	1.49	2.86	3.89	2.06	0.71	2.16	1.20	0.58
ENSG00000118971	18.73	32.39	31.60	16.48	10.40	18.15	3.70	5.65
ENSG00000118972	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00
ENSG00000118976	0.03	0.02	0.04	0.04	0.05	0.00	0.01	0.02
ENSG00000118985	8.99	9.07	24.08	21.10	15.57	8.32	17.83	6.18
ENSG00000118997	0.11	0.09	0.16	0.20	0.15	0.14	0.08	5.21
ENSG00000119004	7.48	4.86	4.63	5.99	4.22	5.55	4.63	1.34
ENSG00000119013	87.66	45.93	84.83	64.55	55.96	63.99	82.78	43.52
ENSG00000119041	7.72	11.06	14.59	13.52	16.25	14.34	12.66	13.21
ENSG00000119042	1.02	0.75	1.06	2.56	0.27	0.32	0.52	0.31
ENSG00000119048	143.58	58.66	44.90	40.06	39.66	46.31	68.94	37.45
ENSG00000119121	0.18	0.24	0.12	0.35	0.21	0.16	0.06	0.04
ENSG00000119125	0.03	0.43	0.10	0.14	0.08	0.06	0.66	0.05
ENSG00000119138	22.79	6.35	2.25	3.95	2.71	2.81	6.85	0.74
ENSG00000119139	5.78	4.86	3.46	6.49	4.12	2.23	15.16	2.00
ENSG00000119147	0.89	0.66	0.17	0.58	0.06	0.16	0.00	0.06
ENSG00000119185	81.76	44.05	36.99	36.18	48.20	50.54	47.89	62.64
ENSG00000119203	22.66	22.36	34.18	18.57	40.65	28.10	38.98	40.14
ENSG00000119227	1.87	1.75	2.13	1.67	1.98	2.26	0.91	7.36
ENSG00000119231	6.00	8.62	20.12	11.42	13.21	10.19	12.45	5.87
ENSG00000119242	10.59	18.08	3.92	9.67	7.10	10.44	13.60	14.62
ENSG00000119280	3.34	4.05	3.38	4.45	3.89	3.67	13.40	4.20
ENSG00000119283	0.01	0.02	0.03	0.12	0.02	0.02	0.06	0.06
ENSG00000119285	2.09	10.62	15.72	13.32	17.87	11.89	12.68	9.95
ENSG00000119314	24.65	20.58	21.09	23.83	28.84	17.81	16.12	4.34
ENSG00000119318	29.15	33.72	53.97	50.25	37.62	41.06	79.02	14.08
ENSG00000119321	4.17	18.73	15.21	17.38	15.48	22.15	22.98	16.19
ENSG00000119326	15.95	9.08	10.81	4.32	3.68	12.67	16.91	5.63
ENSG00000119328	5.95	6.68	4.42	5.44	3.04	5.86	3.57	4.46
ENSG00000119333	59.11	17.54	38.48	36.03	28.91	20.62	24.05	18.64
ENSG00000119335	156.56	166.99	531.35	258.11	383.46	269.55	276.47	99.75
ENSG00000119383	33.36	44.03	39.20	27.00	39.81	36.24	79.10	19.32
ENSG00000119392	8.95	15.24	18.83	16.79	20.72	16.71	18.23	16.07
ENSG00000119396	29.56	26.92	22.18	25.07	29.80	16.10	40.12	11.87
ENSG00000119397	17.86	25.67	16.94	31.46	34.46	27.06	28.39	19.72
ENSG00000119401	2.11	4.15	6.41	6.58	5.98	4.12	4.23	2.68
ENSG00000119402	7.20	16.41	24.19	18.05	25.79	14.94	17.01	10.45
ENSG00000119403	29.65	35.34	48.11	42.70	62.12	81.32	87.79	36.75
ENSG00000119408	26.73	13.68	5.06	22.69	21.77	6.52	50.48	11.00
ENSG00000119411	0.33	1.00	7.55	1.04	1.30	2.99	3.19	1.61
ENSG00000119414	22.79	27.45	22.86	28.97	37.28	25.00	31.05	14.86
ENSG00000119421	44.20	26.09	44.30	25.82	31.73	45.04	47.44	48.00
ENSG00000119431	5.23	12.27	15.69	11.39	11.76	13.13	5.86	13.92
ENSG00000119446	8.70	6.82	6.55	9.17	9.02	6.20	10.68	4.88
ENSG00000119457	0.00	0.27	0.46	0.31	0.56	0.02	0.30	0.06
ENSG00000119471	6.45	7.59	13.22	13.81	10.43	8.25	8.61	5.57
ENSG00000119487	22.25	20.41	32.53	21.78	28.61	33.70	27.69	24.67
ENSG00000119508	3.38	1.63	0.75	1.61	0.41	2.63	1.08	0.42
ENSG00000119509	1.76	6.37	7.38	7.10	4.37	5.77	13.83	6.70
ENSG00000119514	3.27	4.51	4.20	1.76	1.16	4.04	1.87	4.35
ENSG00000119522	7.09	4.73	8.99	6.55	6.67	6.62	7.42	4.37
ENSG00000119523	14.90	19.22	24.00	26.27	9.16	43.87	21.66	32.13
ENSG00000119535	2.17	5.90	3.01	3.62	4.01	10.11	12.67	11.44
ENSG00000119537	3.15	7.79	9.31	7.89	9.60	9.57	8.82	2.45
ENSG00000119541	17.22	15.71	24.68	16.55	17.79	11.85	13.15	4.20
ENSG00000119547	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
ENSG00000119559	26.71	14.74	19.72	15.64	15.23	18.00	12.60	10.77
ENSG00000119574	2.04	4.29	13.02	4.39	4.59	5.15	3.78	7.86
ENSG00000119596	13.63	18.23	27.45	19.49	26.22	17.00	20.44	13.71
ENSG00000119599	5.84	6.78	7.85	7.16	14.51	7.28	6.62	6.93
ENSG00000119608	0.04	0.48	0.28	0.65	0.80	0.18	0.15	0.09
ENSG00000119614	0.04	0.00	0.01	0.03	0.15	0.02	0.01	0.03
ENSG00000119616	11.14	14.44	32.22	18.57	26.09	9.30	22.14	3.58
ENSG00000119630	3.62	9.62	2.56	3.54	6.97	3.41	3.81	2.14
ENSG00000119632	240.58	55.81	66.71	84.25	57.43	96.30	48.58	66.01
ENSG00000119636	1.96	1.74	1.55	1.18	1.25	1.35	0.90	1.90
ENSG00000119638	20.85	32.70	32.16	32.91	22.67	31.93	23.08	37.80
ENSG00000119640	45.46	15.89	35.79	20.93	23.36	32.72	24.18	24.65
ENSG00000119650	20.03	10.29	11.91	8.43	7.36	15.46	7.18	12.82
ENSG00000119655	170.53	127.15	52.13	200.20	77.57	172.12	152.02	182.41
ENSG00000119661	1.30	2.14	2.02	2.04	2.07	1.92	2.21	3.33
ENSG00000119669	6.48	6.54	3.66	6.07	4.22	3.00	4.91	1.23
ENSG00000119673	6.24	7.99	11.91	8.59	4.23	12.24	9.08	13.34
ENSG00000119681	4.32	5.87	1.70	6.51	4.26	1.85	11.18	4.42
ENSG00000119682	4.05	11.02	10.95	9.93	10.53	9.10	9.96	10.57
ENSG00000119684	4.08	7.00	9.65	7.12	10.90	6.94	9.50	16.30
ENSG00000119685	6.51	4.65	10.99	5.31	8.87	5.79	5.51	8.44
ENSG00000119686	1.10	2.36	3.03	3.34	5.05	4.18	5.84	2.10
ENSG00000119688	31.67	35.11	34.30	38.43	32.03	40.62	28.04	42.26
ENSG00000119689	17.92	37.95	40.01	37.06	47.65	30.69	31.77	26.24
ENSG00000119698	0.28	0.68	3.69	0.10	0.30	4.33	0.42	0.09
ENSG00000119699	2.40	10.14	3.31	4.40	4.53	3.50	5.52	4.38
ENSG00000119703	0.96	0.57	2.64	1.09	1.04	1.28	0.36	3.90
ENSG00000119705	144.27	55.70	109.43	41.84	46.45	104.43	93.02	184.85
ENSG00000119707	36.29	74.72	66.05	70.91	59.00	70.99	53.94	113.87
ENSG00000119711	4.71	3.19	5.81	4.92	3.93	3.41	1.98	2.03
ENSG00000119714	2.16	8.14	1.44	3.33	1.72	8.81	9.15	2.23
ENSG00000119715	0.00	0.09	0.02	0.29	0.03	0.04	0.02	0.08
ENSG00000119718	11.18	13.16	20.27	14.90	19.76	15.44	23.69	15.43
ENSG00000119720	3.86	5.36	5.73	4.39	4.38	6.59	3.51	6.57
ENSG00000119723	10.76	14.15	10.69	10.25	8.51	13.34	10.63	20.59
ENSG00000119725	16.88	18.62	19.80	19.37	17.46	17.06	24.20	16.38
ENSG00000119729	35.10	31.10	40.20	59.16	84.35	33.60	52.04	35.61
ENSG00000119737	0.06	0.74	1.29	1.55	1.14	0.72	0.90	0.15
ENSG00000119760	18.50	25.85	22.26	31.13	27.56	30.25	24.81	42.38
ENSG00000119771	0.70	2.83	4.00	0.98	1.12	1.08	5.90	0.63
ENSG00000119772	6.02	12.49	2.44	21.20	13.74	7.76	4.37	10.54
ENSG00000119777	10.98	31.95	30.76	58.51	43.81	40.04	26.17	47.72
ENSG00000119778	4.77	7.30	4.92	7.60	10.31	6.13	4.35	5.34
ENSG00000119782	1.77	1.96	3.39	0.30	1.01	1.00	1.97	0.92
ENSG00000119787	8.31	16.32	17.45	17.49	24.36	16.97	27.57	23.41
ENSG00000119801	196.21	45.95	27.19	67.27	48.41	27.70	40.58	33.79
ENSG00000119812	8.21	16.42	24.94	20.49	26.26	19.00	16.92	21.31
ENSG00000119820	13.22	11.92	10.80	13.47	11.90	13.33	17.69	7.54
ENSG00000119844	28.35	22.40	22.54	27.44	38.91	17.98	37.83	28.64
ENSG00000119862	0.90	1.87	3.39	2.97	1.39	2.67	2.12	6.01
ENSG00000119865	4.73	5.75	0.98	3.85	2.01	1.40	5.42	1.22
ENSG00000119866	69.77	18.93	31.11	33.18	37.92	17.06	14.38	24.60
ENSG00000119878	9.39	6.22	12.66	7.15	6.31	8.87	8.07	5.76
ENSG00000119888	0.33	0.20	5.40	0.73	0.27	0.35	14.12	0.04
ENSG00000119899	1.47	3.04	2.23	4.47	2.25	1.76	3.53	1.14
ENSG00000119900	8.65	10.80	10.35	7.78	12.28	8.37	20.79	12.27
ENSG00000119906	5.26	10.76	9.94	11.62	12.62	9.94	11.96	10.56
ENSG00000119912	6.57	10.64	8.89	11.29	13.37	8.53	19.53	7.50
ENSG00000119915	0.02	0.26	0.02	0.10	0.21	0.07	0.38	0.07
ENSG00000119917	3.87	6.64	3.51	5.51	1.79	3.89	13.34	1.92
ENSG00000119919	0.01	0.07	0.04	0.00	0.02	0.00	0.00	0.00
ENSG00000119922	2.68	5.01	1.76	5.78	2.74	2.68	3.17	0.88
ENSG00000119927	2.45	2.85	3.52	6.38	15.55	2.55	2.41	2.54
ENSG00000119929	32.36	17.68	31.25	16.23	19.55	23.30	16.91	14.20
ENSG00000119938	0.14	1.30	0.38	0.27	0.10	0.04	0.35	0.06
